AIC,BIC,condition,model
350.57359183812304,357.6165136738475,HV,delta
240.2709306883266,247.31385252405107,HV,delta
201.25177368376336,208.29469551948785,HV,delta
350.57359428293944,357.6165161186639,HV,delta
223.8470785074961,230.89000034322052,HV,delta
349.2795078923993,356.32242972812384,HV,delta
169.74738992271648,176.79031175844096,HV,delta
310.8756378548525,317.918559690577,HV,delta
310.22909148853944,317.2720133242639,HV,delta
270.229560672031,277.2724825077555,HV,delta
284.97189671710265,292.01481855282714,HV,delta
182.6516259145865,189.694547750311,HV,delta
74.78184738883837,81.82476922456286,HV,delta
240.715994270402,247.7589161061265,HV,delta
164.82285824790006,171.86578008362454,HV,delta
201.6089885541883,208.6519103899128,HV,delta
196.84458095574325,203.8875027914677,HV,delta
144.581446687596,151.62436852332047,HV,delta
338.4324014343767,345.4753232701012,HV,delta
260.44377774241536,267.48669957813985,HV,delta
350.57360301951763,357.6165248552421,HV,delta
32.695436971380715,39.7383588071052,HV,delta
320.7316369538584,327.7745587895829,HV,delta
71.73592053964096,78.77884237536546,HV,delta
338.2711581947164,345.3140800304409,HV,delta
241.97287184299364,249.01579367871813,HV,delta
284.8434756685522,291.88639750427666,HV,delta
347.8528341953265,354.895756031051,HV,delta
347.98421862381457,355.02714045953905,HV,delta
346.28017368600933,353.3230955217338,HV,delta
298.9008392371308,305.9437610728553,HV,delta
188.63297191160663,195.67589374733117,HV,delta
347.36061583018005,354.40353766590454,HV,delta
188.74898570782284,195.79190754354727,HV,delta
337.94208309537555,344.98500493110004,HV,delta
333.97595266005675,341.01887449578123,HV,delta
277.5023940821155,284.54531591784,HV,delta
193.28355715395165,200.32647898967613,HV,delta
324.0153529580168,331.05827479374125,HV,delta
29.656463633689377,36.69938546941387,HV,delta
326.1629772340126,333.2058990697371,HV,delta
230.36565166534533,237.4085735010698,HV,delta
342.5310555217763,349.5739773575008,HV,delta
326.2932696604224,333.3361914961469,HV,delta
319.08481817184395,326.12774000756843,HV,delta
298.09905349022085,305.14197532594534,HV,delta
321.990648171382,329.0335700071065,HV,delta
191.73451712770785,198.77743896343236,HV,delta
162.32533028321006,169.36825211893455,LV,delta
280.22448484761384,287.2674066833383,LV,delta
189.9880847277056,197.03100656343008,LV,delta
210.07427884911465,217.1172006848391,LV,delta
143.28214890508008,150.32507074080456,LV,delta
156.2453639379262,163.2882857736507,LV,delta
208.46837950791635,215.51130134364084,LV,delta
204.66469532432848,211.70761716005296,LV,delta
145.81223042709695,152.85515226282143,LV,delta
212.25887914115236,219.3018009768768,LV,delta
116.53535092501382,123.57827276073832,LV,delta
173.41864068123536,180.46156251695984,LV,delta
112.56479779248924,119.60771962821372,LV,delta
204.86070081914897,211.90362265487343,LV,delta
232.9056342189127,239.9485560546372,LV,delta
107.7211076870744,114.7640295227989,LV,delta
172.13981493236108,179.18273676808556,LV,delta
83.45727633672293,90.50019817244744,LV,delta
315.4663143409082,322.50923617663267,LV,delta
320.90183690806936,327.94475874379384,LV,delta
167.65071754489963,174.69363938062412,LV,delta
119.7805289201717,126.8234507558962,LV,delta
308.8534654774392,315.8963873131637,LV,delta
118.33323289491354,125.37615473063804,LV,delta
288.8629359348408,295.90585777056526,LV,delta
94.20801349624652,101.25093533197102,LV,delta
62.77187309320734,69.81479492893183,LV,delta
194.20725543492645,201.2501772706509,LV,delta
340.481824709089,347.52474654481347,LV,delta
138.12232127210888,145.16524310783336,LV,delta
240.86272059998865,247.9056424357131,LV,delta
117.5204562565478,124.5633780922723,LV,delta
134.43328459281668,141.47620642854116,LV,delta
128.24867139297533,135.2915932286998,LV,delta
117.45353227557916,124.49645411130363,LV,delta
70.03350254554961,77.07642438127411,LV,delta
104.00019815422834,111.04311998995284,LV,delta
197.012900415928,204.05582225165244,LV,delta
255.47784847742992,262.5207703131544,LV,delta
152.52291418399463,159.56583601971911,LV,delta
88.95963880455982,96.00256064028432,LV,delta
132.4723190338906,139.51524086961507,LV,delta
104.16480085716512,111.20772269288965,LV,delta
103.9993004040483,111.0422222397728,LV,delta
113.56669537518572,120.60961721091022,LV,delta
137.51367200270943,144.5565938384339,LV,delta
247.0453963985589,254.08831823428332,LV,delta
129.72300003264024,136.76592186836473,LV,delta
118.77130713579888,125.81422897152336,LV,delta
195.65130976466736,202.69423160039184,LV,delta
247.43082485055643,254.4737466862809,LV,delta
200.15301529910576,207.19593713483025,LV,delta
219.6610046877325,226.703926523457,LV,delta
242.98295603142716,250.0258778671516,LV,delta
319.71863203308595,326.76155386881044,LV,delta
163.36288051970888,170.40580235543337,LV,delta
147.6809753437262,154.7238971794507,LV,delta
297.1527251210018,304.1956469567263,LV,delta
226.07717859372036,233.1201004294448,LV,delta
170.91311367429756,177.95603551002205,LV,delta
350.5735903022885,357.616512138013,LV,delta
206.2863367405944,213.3292585763189,LV,delta
179.23261001860368,186.27553185432816,LV,delta
221.57113966049025,228.6140614962147,LV,delta
255.65676326797785,262.69968510370234,LV,delta
141.28910377687566,148.33202561260015,LV,delta
350.5735995890791,357.6165214248036,LV,delta
335.4013233010927,342.4442451368172,LV,delta
207.9666884394688,215.00961027519327,LV,delta
133.03242950342542,140.0753513391499,LV,delta
106.42692517429008,113.46984701001458,LV,delta
159.07867132602934,166.12159316175382,LV,delta
299.2401021126963,306.2830239484208,LV,delta
231.84380436547733,238.8867262012018,LV,delta
127.74862886501832,134.79155070074282,LV,delta
66.28440167024252,73.327323505967,LV,delta
188.21694183365344,195.25986366937792,LV,delta
191.47575458181083,198.5186764175353,LV,delta
320.327446404145,327.3703682398695,LV,delta
145.0279001044722,152.07082194019668,LV,delta
114.40433082793616,121.44725266366063,LV,delta
134.553103630894,141.59602546661847,LV,delta
165.98701170758662,173.0299335433111,LV,delta
188.9000330151438,195.9429548508683,LV,delta
288.811888949427,295.85481078515147,LV,delta
147.17713064975254,154.22005248547703,LV,delta
350.5736069556988,357.61652879142326,LV,delta
150.12991540038425,157.17283723610873,LV,delta
217.71579749880297,224.75871933452743,LV,delta
233.97146281838468,241.0143846541092,LV,delta
158.49902342554194,165.54194526126642,LV,delta
67.9171767844102,74.9600986201347,LV,delta
199.2729585422356,206.3158803779601,LV,delta
163.18897959612738,170.23190143185187,MV,delta
293.8017549148418,300.8446767505663,MV,delta
220.15390766887103,227.19682950459557,MV,delta
344.02884776134067,351.0717695970652,MV,delta
210.3621245203757,217.4050463561002,MV,delta
222.15760589855947,229.20052773428395,MV,delta
308.4804009938416,315.5233228295661,MV,delta
172.6364803826102,179.67940221833467,MV,delta
234.48969393216092,241.53261576788543,MV,delta
233.44705446508897,240.48997630081345,MV,delta
336.0546149200419,343.0975367557664,MV,delta
168.27557899737403,175.31850083309854,MV,delta
279.7459478759243,286.7888697116488,MV,delta
308.0257451762287,315.0686670119532,MV,delta
226.5954042575859,233.6383260933104,MV,delta
157.93554831144007,164.97847014716456,MV,delta
182.5552177582471,189.5981395939716,MV,delta
167.04296521223475,174.08588704795923,MV,delta
153.31858619307803,160.36150802880252,MV,delta
350.5735917836817,357.6165136194062,MV,delta
153.02757876132998,160.07050059705446,MV,delta
156.8890711947294,163.9319930304539,MV,delta
191.6419280265258,198.68484986225027,MV,delta
221.54405078617827,228.5869726219028,MV,delta
117.08122709226323,124.12414892798772,MV,delta
275.5824625234946,282.6253843592191,MV,delta
59.20924363184176,66.25216546756624,MV,delta
271.28373839870306,278.32666023442755,MV,delta
141.66201606994272,148.7049379056672,MV,delta
301.1890791749782,308.2320010107027,MV,delta
164.59806175765362,171.6409835933781,MV,delta
275.66125764585456,282.70417948157905,MV,delta
244.8780200523284,251.92094188805288,MV,delta
257.92904608069,264.97196791641454,MV,delta
220.65735734752624,227.70027918325076,MV,delta
151.60784472201163,158.65076655773612,MV,delta
263.3521070449842,270.3950288807087,MV,delta
213.86250882455263,220.90543066027712,MV,delta
84.46643668597407,91.50935852169856,MV,delta
212.1669068986981,219.2098287344226,MV,delta
107.66211713032234,114.70503896604684,MV,delta
302.9561014209624,309.9990232566869,MV,delta
117.84335829563445,124.88628013135894,MV,delta
239.3690888906402,246.41201072636468,MV,delta
179.3074197684128,186.3503416041373,MV,delta
221.88600082497248,228.92892266069697,MV,delta
170.1373057842453,177.1802276199698,MV,delta
203.04046878573516,210.0833906214596,MV,delta
157.93679732370754,164.97971915943202,MV,delta
254.36336784929173,261.40628968501625,MV,delta
249.9166699618415,256.959591797566,MV,delta
269.01727147576173,276.0601933114862,MV,delta
249.2807099629329,256.32363179865735,MV,delta
179.31709927103907,186.36002110676355,MV,delta
296.1897761183104,303.23269795403485,MV,delta
284.21549203527803,291.2584138710025,MV,delta
139.46687801863092,146.5097998543554,MV,delta
248.9432137152736,255.98613555099809,MV,delta
338.61996281182104,345.6628846475455,MV,delta
139.98683914797604,147.02976098370053,MV,delta
191.9967274894028,199.03964932512724,MV,delta
192.9361688111124,199.97909064683685,MV,delta
350.53106934323097,357.57399117895545,MV,delta
225.939824849572,232.9827466852965,MV,delta
184.45195863505984,191.49488047078432,MV,delta
189.36165373026796,196.4045755659924,MV,delta
170.99851579315913,178.0414376288836,MV,delta
225.51533701224693,232.55825884797144,MV,delta
77.35192379648143,84.39484563220591,MV,delta
350.0042278470044,357.0471496827289,MV,delta
91.2691310571394,98.3120528928639,MV,delta
171.28343885863202,178.3263606943565,MV,delta
179.23603747627448,186.27895931199896,MV,delta
172.89788130709135,179.94080314281584,MV,delta
145.3346772056436,152.3775990413681,MV,delta
190.0683347394674,197.11125657519187,MV,delta
321.76690733695074,328.8098291726752,MV,delta
80.73544911878732,87.77837095451181,MV,delta
109.78463807576496,116.82755991148946,MV,delta
350.57359309820214,357.6165149339266,MV,delta
350.5735969883836,357.6165188241081,MV,delta
184.8855966883917,191.92851852411616,MV,delta
261.5997212124656,268.64264304819005,MV,delta
137.7908530831313,144.8337749188558,MV,delta
122.81852548152736,129.86144731725184,MV,delta
176.7352701580301,183.77819199375455,MV,delta
261.706346066981,268.74926790270547,MV,delta
282.45528997398367,289.4982118097081,MV,delta
86.81256772884814,93.85548956457262,MV,delta
271.84492678663446,278.88784862235894,MV,delta
187.7556062374408,194.7985280731653,MV,delta
70.0142067641748,77.0571285998993,MV,delta
332.8485222805342,339.8914441162587,MV,delta
245.75770786139375,252.80062969711827,MV,delta
235.826816922313,242.86973875803747,MV,delta
201.09353438656217,208.13645622228665,MV,delta
137.08256645792187,144.12548829364636,MV,delta
213.03311246118972,220.07603429691423,MV,delta
258.77273248721053,265.815654322935,MV,delta
208.8773993504745,215.920321186199,MV,delta
304.3065419188504,307.82800283671264,HV,Dir
347.7465950356318,351.26805595349407,HV,Dir
314.10473707727,317.6261979951322,HV,Dir
341.747557753113,345.2690186709753,HV,Dir
340.2526684376207,343.77412935548296,HV,Dir
328.49753666400034,332.0189975818626,HV,Dir
323.005177069817,326.5266379876793,HV,Dir
345.6278039197988,349.14926483766106,HV,Dir
346.72521736149673,350.246678279359,HV,Dir
175.64207156910817,179.1635324869704,HV,Dir
349.0692827405524,352.5907436584147,HV,Dir
332.282664997602,335.8041259154643,HV,Dir
279.25697908258894,282.7784400004512,HV,Dir
270.532912801582,274.05437371944424,HV,Dir
302.1872183115621,305.7086792294244,HV,Dir
347.7216926487057,351.243153566568,HV,Dir
339.7603715788813,343.2818324967436,HV,Dir
288.099172040632,291.62063295849424,HV,Dir
337.5258814105651,341.04734232842736,HV,Dir
196.5063609743476,200.02782189220983,HV,Dir
268.65921116510634,272.1806720829686,HV,Dir
298.5275076430323,302.0489685608946,HV,Dir
122.04227994297136,125.5637408608336,HV,Dir
348.8555040783029,352.3769649961652,HV,Dir
324.97321131225686,328.49467223011914,HV,Dir
209.8945696265954,213.41603054445764,HV,Dir
348.6045114493656,352.12597236722786,HV,Dir
254.9469537934114,258.4684147112737,HV,Dir
323.98355984473545,327.5050207625977,HV,Dir
255.16399167917507,258.68545259703734,HV,Dir
293.28490609748894,296.8063670153512,HV,Dir
293.0166747201601,296.5381356380224,HV,Dir
332.2017321672802,335.7231930851425,HV,Dir
297.0491351119348,300.570596029797,HV,Dir
241.31441044333928,244.83587136120155,HV,Dir
221.1019615062809,224.62342242414317,HV,Dir
206.65647506549067,210.1779359833529,HV,Dir
144.91561238539362,148.43707330325586,HV,Dir
347.54102091423,351.06248183209226,HV,Dir
268.97235886537425,272.4938197832365,HV,Dir
258.62210392778155,262.1435648456438,HV,Dir
268.9508148124007,272.472275730263,HV,Dir
345.465666343783,348.9871272616453,HV,Dir
315.6839528642253,319.2054137820876,HV,Dir
345.71567875782085,349.2371396756831,HV,Dir
267.43886475619115,270.9603256740534,HV,Dir
316.5731613567121,320.0946222745744,HV,Dir
324.5985822711197,328.120043188982,HV,Dir
171.5862901298979,175.10775104776013,HV,Dir
275.90947800793055,279.4309389257928,HV,Dir
198.7634109725741,202.2848718904364,HV,Dir
348.39856934317896,351.92003026104123,HV,Dir
342.057302342625,345.5787632604873,HV,Dir
241.36424651339183,244.8857074312541,HV,Dir
195.060943297576,198.58240421543823,HV,Dir
348.5897443908242,352.11120530868646,HV,Dir
246.20923377836047,249.7306946962227,HV,Dir
348.54795147362074,352.069412391483,HV,Dir
296.9028024248571,300.42426334271937,HV,Dir
346.6634819321334,350.18494284999565,HV,Dir
303.5908304411367,307.11229135899896,HV,Dir
269.13076361176115,272.6522245296234,HV,Dir
293.56539806610635,297.0868589839686,HV,Dir
221.02073564556895,224.5421965634312,HV,Dir
104.43075435621476,107.952215274077,HV,Dir
172.79433704493056,176.3157979627928,HV,Dir
128.627359384852,132.14882030271423,HV,Dir
218.2842383241016,221.80569924196385,HV,Dir
283.03622776909066,286.55768868695293,HV,Dir
237.739455333846,241.26091625170824,HV,Dir
335.38556684732674,338.907027765189,HV,Dir
258.1511593521839,261.6726202700462,HV,Dir
352.3778266776702,355.8992875955325,HV,Dir
64.00508512600601,67.52654604386825,HV,Dir
317.556021594037,321.0774825118993,HV,Dir
170.01842252215891,173.53988344002116,HV,Dir
343.30433491444546,346.82579583230773,HV,Dir
253.09611747520356,256.6175783930658,HV,Dir
328.85550182400806,332.3769627418704,HV,Dir
348.6124301676795,352.1338910855418,HV,Dir
348.4064855418404,351.9279464597027,HV,Dir
350.54719618647334,354.0686571043356,HV,Dir
341.8252878849197,345.346748802782,HV,Dir
281.5013575935339,285.02281851139617,HV,Dir
348.553925853824,352.0753867716863,HV,Dir
182.14855271055544,185.67001362841768,HV,Dir
342.75165383597187,346.27311475383414,HV,Dir
339.2956407290204,342.81710164688263,HV,Dir
237.8765954802864,241.3980563981486,HV,Dir
200.25097279008529,203.77243370794756,HV,Dir
348.43945703782794,351.9609179556902,HV,Dir
165.647408197615,169.16886911547724,HV,Dir
336.6205611841553,340.1420221020176,HV,Dir
261.07915056025456,264.60061147811683,HV,Dir
344.9478046835226,348.46926560138485,HV,Dir
330.4373326201392,333.9587935380015,HV,Dir
273.0862290745666,276.60768999242885,HV,Dir
325.2843298492347,328.805790767097,HV,Dir
312.95571854912,316.47717946698225,HV,Dir
228.54383808827444,232.06529900613668,HV,Dir
189.60899277166524,193.13045368952749,LV,Dir
261.0319810519416,264.5534419698039,LV,Dir
204.71255316189547,208.2340140797577,LV,Dir
241.9815413119763,245.50300222983853,LV,Dir
222.5540033143671,226.0754642322293,LV,Dir
200.5610922701658,204.08255318802804,LV,Dir
186.04017785684425,189.5616387747065,LV,Dir
181.8302150302723,185.35167594813456,LV,Dir
135.09749016794103,138.61895108580327,LV,Dir
260.44824651799547,263.96970743585774,LV,Dir
128.25432221097992,131.77578312884216,LV,Dir
223.3076689240893,226.8291298419516,LV,Dir
209.05774665229265,212.5792075701549,LV,Dir
246.24144875803427,249.7629096758965,LV,Dir
245.0989340570237,248.62039497488595,LV,Dir
185.0359239846489,188.55738490251116,LV,Dir
193.1782493446225,196.69971026248476,LV,Dir
62.20390848334088,65.72536940120312,LV,Dir
320.5970172347654,324.1184781526277,LV,Dir
345.3847601904096,348.90622110827184,LV,Dir
172.67907132697988,176.20053224484212,LV,Dir
184.347943939084,187.8694048569462,LV,Dir
327.36261118160246,330.8840720994648,LV,Dir
143.45117947757828,146.97264039544052,LV,Dir
245.32004592431124,248.8415068421735,LV,Dir
170.8001078128784,174.32156873074064,LV,Dir
156.76668697933937,160.2881478972016,LV,Dir
197.01110285951333,200.5325637773756,LV,Dir
43.62170724679941,47.14316816466166,LV,Dir
129.29883898773537,132.8202999055976,LV,Dir
244.56383757567025,248.0852984935325,LV,Dir
132.89576147189155,136.41722238975382,LV,Dir
166.76789651359806,170.2893574314603,LV,Dir
178.83037612593924,182.35183704380148,LV,Dir
205.82385381640165,209.3453147342639,LV,Dir
155.13399595568606,158.6554568735483,LV,Dir
80.07055060272516,83.5920115205874,LV,Dir
165.11213632940664,168.63359724726888,LV,Dir
295.2282158298891,298.7496767477514,LV,Dir
186.81177280952892,190.3332337273912,LV,Dir
146.32345928665077,149.84492020451302,LV,Dir
169.9367107680571,173.45817168591935,LV,Dir
105.33746914311062,108.85893006097288,LV,Dir
197.55803844726225,201.0794993651245,LV,Dir
161.00568945711188,164.52715037497413,LV,Dir
143.9472658674382,147.46872678530045,LV,Dir
288.8327744065743,292.35423532443656,LV,Dir
201.59000615682896,205.1114670746912,LV,Dir
168.60950925633009,172.13097017419233,LV,Dir
231.89022151146,235.4116824293222,LV,Dir
259.62619563947845,263.1476565573407,LV,Dir
195.80030945254933,199.3217703704116,LV,Dir
265.7282849790558,269.24974589691806,LV,Dir
231.6993663350503,235.22082725291256,LV,Dir
298.8316714494174,302.35313236727967,LV,Dir
186.33195885648163,189.85341977434388,LV,Dir
211.49336811644363,215.01482903430588,LV,Dir
291.39813219011563,294.9195931079779,LV,Dir
221.15197852869403,224.67343944655627,LV,Dir
190.84788371915155,194.3693446370138,LV,Dir
328.489284976524,332.0107458943863,LV,Dir
202.32983417918592,205.85129509704817,LV,Dir
236.2775068969602,239.79896781482245,LV,Dir
294.92259775862897,298.44405867649124,LV,Dir
256.3342989416037,259.855759859466,LV,Dir
174.73980554241356,178.2612664602758,LV,Dir
339.06855743667523,342.5900183545375,LV,Dir
328.82041896201423,332.3418798798765,LV,Dir
180.2854756684676,183.8069365863298,LV,Dir
192.10395302887105,195.6254139467333,LV,Dir
160.42992474324274,163.95138566110498,LV,Dir
205.45578352791887,208.9772444457811,LV,Dir
300.50445122276034,304.0259121406226,LV,Dir
280.253692813899,283.7751537317613,LV,Dir
168.086979743526,171.60844066138824,LV,Dir
89.87422031217582,93.39568123003806,LV,Dir
212.26622521232667,215.7876861301889,LV,Dir
258.6082966217516,262.1297575396139,LV,Dir
321.942901423826,325.4643623416883,LV,Dir
170.41974297456727,173.9412038924295,LV,Dir
99.03624873547696,102.5577096533392,LV,Dir
170.44078973520837,173.9622506530706,LV,Dir
162.33693102577814,165.85839194364038,LV,Dir
181.02809158770276,184.54955250556495,LV,Dir
283.73271033620006,287.2541712540623,LV,Dir
169.78265655484577,173.304117472708,LV,Dir
287.30336558766646,290.82482650552873,LV,Dir
205.4484896835789,208.9699506014412,LV,Dir
242.9590241714393,246.48048508930157,LV,Dir
249.1962967205363,252.71775763839852,LV,Dir
154.36856317318987,157.8900240910521,LV,Dir
88.75878008475688,92.28024100261912,LV,Dir
168.60704027750077,172.128501195363,LV,Dir
99.97905371706165,103.50051463492387,MV,Dir
291.76534497741346,295.28680589527573,MV,Dir
221.2670652428265,224.78852616068875,MV,Dir
348.2886930526585,351.8101539705208,MV,Dir
249.138056411079,252.65951732894123,MV,Dir
239.5977709599121,243.1192318777744,MV,Dir
322.4142911494377,325.9357520673,MV,Dir
206.4062842867233,209.9277452045855,MV,Dir
229.65293284626927,233.1743937641316,MV,Dir
280.13443123971604,283.6558921575783,MV,Dir
341.73736920191067,345.25883011977294,MV,Dir
159.05623976969866,162.5777006875609,MV,Dir
280.5302513057846,284.05171222364686,MV,Dir
321.80180175563567,325.32326267349794,MV,Dir
237.1766129925837,240.69807391044597,MV,Dir
203.6014894840632,207.1229504019254,MV,Dir
205.17938152817212,208.7008424460344,MV,Dir
258.59573022032055,262.1171911381828,MV,Dir
136.02807383430874,139.54953475217098,MV,Dir
348.64429427590227,352.16575519376454,MV,Dir
169.34468172059158,172.86614263845382,MV,Dir
213.34935336136152,216.87081427922377,MV,Dir
215.7031858504405,219.2246467683027,MV,Dir
260.4578943718216,263.97935528968384,MV,Dir
39.1703542980332,42.691815215895446,MV,Dir
268.75720013512563,272.2786610529879,MV,Dir
192.37120524310308,195.8926661609653,MV,Dir
304.51807249105394,308.0395334089162,MV,Dir
157.21225382338338,160.73371474124562,MV,Dir
300.8908829682705,304.4123438861328,MV,Dir
168.20741483618727,171.7288757540495,MV,Dir
308.54740402218374,312.068864940046,MV,Dir
243.21018591862116,246.73164683648335,MV,Dir
307.2891444403897,310.810605358252,MV,Dir
291.4374484266606,294.95890934452285,MV,Dir
228.62864645124472,232.15010736910696,MV,Dir
267.391918777509,270.91337969537125,MV,Dir
221.234418317908,224.75587923577024,MV,Dir
204.0686405019576,207.59010141981983,MV,Dir
212.7088234737729,216.23028439163517,MV,Dir
185.5038056899502,189.02526660781243,MV,Dir
306.3684042904503,309.8898652083126,MV,Dir
108.08055052053716,111.60201143839942,MV,Dir
208.2627795121905,211.78424043005276,MV,Dir
282.90935187179207,286.43081278965434,MV,Dir
187.5905601020582,191.11202101992043,MV,Dir
215.62114312258075,219.142604040443,MV,Dir
221.5365963567332,225.05805727459543,MV,Dir
163.05134144733978,166.57280236520202,MV,Dir
220.467206564434,223.98866748229625,MV,Dir
263.12099901369584,266.6424599315581,MV,Dir
270.8830780116875,274.40453892954974,MV,Dir
271.7683246545135,275.28978557237576,MV,Dir
271.045496849331,274.5669577671933,MV,Dir
307.47474498165434,310.9962058995166,MV,Dir
314.68474755841515,318.2062084762774,MV,Dir
187.57764487684264,191.09910579470488,MV,Dir
339.11130533563534,342.6327662534976,MV,Dir
341.8564904609573,345.37795137881955,MV,Dir
123.28096388554184,126.80242480340408,MV,Dir
205.8474509671262,209.36891188498845,MV,Dir
200.6961672165208,204.21762813438303,MV,Dir
303.5491310247043,307.0705919425666,MV,Dir
247.9157289769616,251.43718989482383,MV,Dir
240.1016437119505,243.62310462981276,MV,Dir
161.36568080406383,164.88714172192607,MV,Dir
244.87754916406595,248.3990100819282,MV,Dir
246.0727105233041,249.59417144116637,MV,Dir
170.04376879942006,173.5652297172823,MV,Dir
348.6716774160875,352.1931383339498,MV,Dir
94.34875303709782,97.87021395496006,MV,Dir
225.3639495366677,228.8854104545299,MV,Dir
255.4543396986662,258.97580061652843,MV,Dir
250.98243607053095,254.5038969883932,MV,Dir
218.30969603526597,221.8311569531282,MV,Dir
254.6077395872244,258.12920050508666,MV,Dir
318.4092158347939,321.9306767526561,MV,Dir
101.48338965965492,105.00485057751716,MV,Dir
181.96301485940415,185.48447577726645,MV,Dir
348.8041115449269,352.3255724627892,MV,Dir
308.15608323224006,311.67754415010234,MV,Dir
212.09148621601344,215.61294713387568,MV,Dir
284.35892827438903,287.8803891922513,MV,Dir
214.6237466228669,218.1452075407291,MV,Dir
158.30757895056053,161.82903986842277,MV,Dir
201.64616033529384,205.16762125315609,MV,Dir
280.5181273703528,284.03958828821504,MV,Dir
272.75418106149164,276.2756419793539,MV,Dir
181.21150877169072,184.73296968955296,MV,Dir
312.47950112492606,316.0009620427884,MV,Dir
234.7004035033904,238.22186442125263,MV,Dir
177.38041161147626,180.9018725293385,MV,Dir
338.6461500263684,342.16761094423066,MV,Dir
263.9014339904603,267.4228949083226,MV,Dir
258.09288714253603,261.6143480603983,MV,Dir
223.52610746336404,227.04756838122628,MV,Dir
217.0895662127879,220.61102713065011,MV,Dir
232.1351598787601,235.6566207966224,MV,Dir
261.3194689578601,264.8409298757224,MV,Dir
228.51319994765703,232.0346608655193,MV,Dir
264.31745699623144,267.8389179140937,HV,Dual
313.43130580475906,316.95276672262133,HV,Dual
199.43646127075277,202.957922188615,HV,Dual
242.78774939866145,246.3092103165237,HV,Dual
288.7570981052372,292.27855902309943,HV,Dual
267.0805161369487,270.60197705481096,HV,Dual
283.25836266958106,286.77982358744333,HV,Dual
309.3779453598832,312.89940627774547,HV,Dual
325.59844720919875,329.119908127061,HV,Dual
68.84348233655882,72.36494325442106,HV,Dual
327.5800508432038,331.1015117610661,HV,Dual
255.1489128960372,258.67037381389946,HV,Dual
187.4249526388012,190.94641355666343,HV,Dual
188.06588006587,191.58734098373225,HV,Dual
247.01851854006384,250.53997945792608,HV,Dual
321.9580091170957,325.479470034958,HV,Dual
251.3666304849484,254.88809140281063,HV,Dual
243.11944089136276,246.64090180922497,HV,Dual
308.4047407446572,311.9262016625195,HV,Dual
40.79137611582679,44.31283703368904,HV,Dual
198.180249722073,201.70171063993524,HV,Dual
218.73555257874676,222.25701349660895,HV,Dual
98.64983623221336,102.17129715007562,HV,Dual
326.3542409188798,329.87570183674205,HV,Dual
248.3794089375818,251.90086985544403,HV,Dual
149.14492504713564,152.6663859649979,HV,Dual
305.8402775240057,309.361738441868,HV,Dual
172.99032051240795,176.5117814302702,HV,Dual
271.6423930582179,275.1638539760802,HV,Dual
170.2547924796755,173.77625339753774,HV,Dual
209.00830550814788,212.52976642601013,HV,Dual
221.0214761676449,224.54293708550716,HV,Dual
269.49196982025023,273.0134307381125,HV,Dual
247.3086213553652,250.83008227322745,HV,Dual
207.69846958325016,211.2199305011124,HV,Dual
167.82779764349326,171.3492585613555,HV,Dual
114.18698928884288,117.70845020670512,HV,Dual
114.60695640937703,118.12841732723928,HV,Dual
306.8439055587457,310.365366476608,HV,Dual
222.98017743031969,226.50163834818196,HV,Dual
185.5989582528768,189.120419170739,HV,Dual
187.7879429395916,191.30940385745384,HV,Dual
276.981568367065,280.50302928492727,HV,Dual
228.5653425833704,232.08680350123265,HV,Dual
297.3941591802676,300.91562009812986,HV,Dual
210.79216764675297,214.3136285646152,HV,Dual
250.84997587544456,254.3714367933068,HV,Dual
257.1046436440596,260.62610456192186,HV,Dual
21.2757595057265,24.797220423588747,HV,Dual
217.00252737599368,220.52398829385592,HV,Dual
103.34347946571192,106.86494038357417,HV,Dual
306.9156485409309,310.43710945879315,HV,Dual
316.2765113077777,319.79797222564,HV,Dual
178.9228837708626,182.44434468872484,HV,Dual
120.01918089638887,123.54064181425112,HV,Dual
324.4440648868657,327.965525804728,HV,Dual
161.56209695553554,165.08355787339778,HV,Dual
274.229412265593,277.75087318345527,HV,Dual
177.14909869759742,180.67055961545967,HV,Dual
305.54840143387844,309.0698623517407,HV,Dual
252.28701392916932,255.8084748470316,HV,Dual
201.4185370602353,204.93999797809755,HV,Dual
206.591632147059,210.11309306492123,HV,Dual
157.02513516646871,160.54659608433096,HV,Dual
86.39438191157454,89.91584282943678,HV,Dual
89.42654641268003,92.94800733054228,HV,Dual
86.4572938688807,89.97875478674294,HV,Dual
153.4946669318518,157.01612784971405,HV,Dual
223.0868761033362,226.60833702119845,HV,Dual
186.880013243308,190.40147416117023,HV,Dual
251.06522158825132,254.5866825061136,HV,Dual
152.36428224790612,155.88574316576836,HV,Dual
313.3927738021416,316.9142347200039,HV,Dual
24.503045329860228,28.024506247722474,HV,Dual
252.87320318232577,256.39466410018804,HV,Dual
29.2407626022792,32.76222352014145,HV,Dual
302.38557026359337,305.90703118145564,HV,Dual
207.1976430788644,210.71910399672663,HV,Dual
266.64067682873167,270.16213774659394,HV,Dual
329.8607620824283,333.3822230002906,HV,Dual
289.69000033879735,293.2114612566596,HV,Dual
318.1375870819513,321.6590479998136,HV,Dual
279.60642849342065,283.1278894112829,HV,Dual
196.41546706837764,199.93692798623988,HV,Dual
287.74660076602123,291.2680616838835,HV,Dual
102.94937674991816,106.4708376677804,HV,Dual
258.53884353328726,262.06030445114953,HV,Dual
287.08247538069264,290.6039362985549,HV,Dual
